study_accession	sample_accession	experiment_accession	run_accession	read_count	base_count	sample_alias
PRJEB6463	SAMEA2581179	ERX1416018	ERR1344446	70942800	10712362800	HGDP00371
PRJEB6463	SAMEA2581038	ERX1416019	ERR1344447	82122976	12400569376	HGDP01234
PRJEB6463	SAMEA2581053	ERX1416020	ERR1344448	75190876	11353822276	HGDP01230
PRJEB6463	SAMEA2581067	ERX1416021	ERR1344449	78610786	11870228686	HGDP01204
PRJEB6463	SAMEA2581080	ERX1416022	ERR1344450	79283386	11971791286	HGDP00716
PRJEB6463	SAMEA2581093	ERX1416023	ERR1344451	75591408	11414302608	HGDP00755
PRJEB6463	SAMEA2581101	ERX1416024	ERR1344452	73435284	11088727884	HGDP00763
PRJEB6463	SAMEA2581111	ERX1416025	ERR1344453	80391444	12139108044	HGDP00790
PRJEB6463	SAMEA2581123	ERX1416026	ERR1344454	76253906	11514339806	HGDP00954
PRJEB6463	SAMEA2581132	ERX1416027	ERR1344455	74148018	11196350718	HGDP00963
PRJEB6463	SAMEA2581146	ERX1416028	ERR1344456	70132498	10590007198	HGDP01304
PRJEB6463	SAMEA2581157	ERX1416029	ERR1344457	67694858	10221923558	HGDP00109
PRJEB6463	SAMEA2581179	ERX1416030	ERR1344458	73475614	11094817714	HGDP00371
PRJEB6463	SAMEA2581038	ERX1416031	ERR1344459	81797522	12351425822	HGDP01234
PRJEB6463	SAMEA2581053	ERX1416032	ERR1344460	74886658	11307885358	HGDP01230
PRJEB6463	SAMEA2581067	ERX1416033	ERR1344461	78401322	11838599622	HGDP01204
PRJEB6463	SAMEA2581080	ERX1416034	ERR1344462	78553932	11861643732	HGDP00716
PRJEB6463	SAMEA2581093	ERX1416035	ERR1344463	74966836	11319992236	HGDP00755
PRJEB6463	SAMEA2581101	ERX1416036	ERR1344464	72608796	10963928196	HGDP00763
PRJEB6463	SAMEA2581111	ERX1416037	ERR1344465	79344102	11980959402	HGDP00790
PRJEB6463	SAMEA2581123	ERX1416038	ERR1344466	75623950	11419216450	HGDP00954
PRJEB6463	SAMEA2581132	ERX1416039	ERR1344467	73405524	11084234124	HGDP00963
PRJEB6463	SAMEA2581146	ERX1416040	ERR1344468	70143066	10591602966	HGDP01304
PRJEB6463	SAMEA2581157	ERX1416041	ERR1344469	68475090	10339738590	HGDP00109
PRJEB6463	SAMEA2581179	ERX1416042	ERR1344470	72565448	10957382648	HGDP00371
PRJEB6463	SAMEA2581038	ERX1416043	ERR1344471	80604402	12171264702	HGDP01234
PRJEB6463	SAMEA2581053	ERX1416044	ERR1344472	73349854	11075827954	HGDP01230
PRJEB6463	SAMEA2581067	ERX1416045	ERR1344473	76515616	11553858016	HGDP01204
PRJEB6463	SAMEA2581080	ERX1416046	ERR1344474	78583114	11866050214	HGDP00716
PRJEB6463	SAMEA2581093	ERX1416047	ERR1344475	73768602	11139058902	HGDP00755
PRJEB6463	SAMEA2581101	ERX1416048	ERR1344476	71524228	10800158428	HGDP00763
PRJEB6463	SAMEA2581111	ERX1416049	ERR1344477	81662810	12331084310	HGDP00790
PRJEB6463	SAMEA2581123	ERX1416050	ERR1344478	74962560	11319346560	HGDP00954
PRJEB6463	SAMEA2581132	ERX1416051	ERR1344479	72460620	10941553620	HGDP00963
PRJEB6463	SAMEA2581146	ERX1416052	ERR1344480	68263540	10307794540	HGDP01304
PRJEB6463	SAMEA2581157	ERX1416053	ERR1344481	65879062	9947738362	HGDP00109
PRJEB6463	SAMEA2581179	ERX1416054	ERR1344482	71748892	10834082692	HGDP00371
PRJEB6463	SAMEA2581038	ERX1416055	ERR1344483	81536438	12312002138	HGDP01234
PRJEB6463	SAMEA2581053	ERX1416056	ERR1344484	74483874	11247064974	HGDP01230
PRJEB6463	SAMEA2581067	ERX1416057	ERR1344485	77617030	11720171530	HGDP01204
PRJEB6463	SAMEA2581080	ERX1416058	ERR1344486	78599960	11868593960	HGDP00716
PRJEB6463	SAMEA2581093	ERX1416059	ERR1344487	74525014	11253277114	HGDP00755
PRJEB6463	SAMEA2581101	ERX1416060	ERR1344488	72024742	10875736042	HGDP00763
PRJEB6463	SAMEA2581111	ERX1416061	ERR1344489	79063476	11938584876	HGDP00790
PRJEB6463	SAMEA2581123	ERX1416062	ERR1344490	75175058	11351433758	HGDP00954
PRJEB6463	SAMEA2581132	ERX1416063	ERR1344491	72895664	11007245264	HGDP00963
PRJEB6463	SAMEA2581146	ERX1416064	ERR1344492	69662506	10519038406	HGDP01304
PRJEB6463	SAMEA2581157	ERX1416065	ERR1344493	67891986	10251689886	HGDP00109
PRJEB6463	SAMEA2581179	ERX1416066	ERR1344494	71932142	10861753442	HGDP00371
PRJEB6463	SAMEA2581038	ERX1416067	ERR1344495	81059768	12240024968	HGDP01234
PRJEB6463	SAMEA2581053	ERX1416068	ERR1344496	74283182	11216760482	HGDP01230
PRJEB6463	SAMEA2581067	ERX1416069	ERR1344497	76683372	11579189172	HGDP01204
PRJEB6463	SAMEA2581080	ERX1416070	ERR1344498	79847806	12057018706	HGDP00716
PRJEB6463	SAMEA2581093	ERX1416071	ERR1344499	74961720	11319219720	HGDP00755
PRJEB6463	SAMEA2581101	ERX1416072	ERR1344500	72289358	10915693058	HGDP00763
PRJEB6463	SAMEA2581111	ERX1416073	ERR1344501	84978786	12831796686	HGDP00790
PRJEB6463	SAMEA2581123	ERX1416074	ERR1344502	76039234	11481924334	HGDP00954
PRJEB6463	SAMEA2581132	ERX1416075	ERR1344503	72956136	11016376536	HGDP00963
PRJEB6463	SAMEA2581146	ERX1416076	ERR1344504	67956246	10261393146	HGDP01304
PRJEB6463	SAMEA2581157	ERX1416077	ERR1344505	64713782	9771781082	HGDP00109
PRJEB6463	SAMEA2581179	ERX1416078	ERR1344506	72846998	10999896698	HGDP00371
PRJEB6463	SAMEA2581040	ERX1416079	ERR1344507	81203036	12261658436	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416080	ERR1344508	74870924	11305509524	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416081	ERR1344509	77769234	11743154334	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416082	ERR1344510	74174336	11200324736	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416083	ERR1344511	73539480	11104461480	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416084	ERR1344512	72450072	10939960872	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416085	ERR1344513	79934252	12070072052	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416086	ERR1344514	84847174	12811923274	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416087	ERR1344515	66504728	10042213928	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416088	ERR1344516	73893604	11157934204	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416089	ERR1344517	78741264	11889930864	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416090	ERR1344518	68404730	10329114230	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416091	ERR1344519	80351934	12133142034	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416092	ERR1344520	74004064	11174613664	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416093	ERR1344521	77058286	11635801186	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416094	ERR1344522	73187778	11051354478	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416095	ERR1344523	72933700	11012988700	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416096	ERR1344524	71630368	10816185568	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416097	ERR1344525	79058070	11937768570	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416098	ERR1344526	84236972	12719782772	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416099	ERR1344527	65646016	9912548416	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416100	ERR1344528	73200902	11053336202	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416101	ERR1344529	77894032	11761998832	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416102	ERR1344530	67407332	10178507132	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416103	ERR1344531	83288556	12576571956	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416104	ERR1344532	76295970	11520691470	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416105	ERR1344533	80233262	12115222562	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416106	ERR1344534	74692520	11278570520	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416107	ERR1344535	76653062	11574612362	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416108	ERR1344536	74240324	11210288924	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416109	ERR1344537	81667368	12331772568	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416110	ERR1344538	88565138	13373335838	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416111	ERR1344539	67687598	10220827298	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416112	ERR1344540	76141332	11497341132	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416113	ERR1344541	80302412	12125664212	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416114	ERR1344542	68554258	10351692958	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416115	ERR1344543	82692368	12486547568	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416116	ERR1344544	75618654	11418416754	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416117	ERR1344545	79660958	12028804658	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416118	ERR1344546	74063850	11183641350	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416119	ERR1344547	76076714	11487583814	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416120	ERR1344548	73773286	11139766186	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416121	ERR1344549	80971498	12226696198	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416122	ERR1344550	87705536	13243535936	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416123	ERR1344551	67283138	10159753838	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416124	ERR1344552	75479020	11397332020	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416125	ERR1344553	79529556	12008962956	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416126	ERR1344554	68065774	10277931874	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416127	ERR1344555	82629024	12476982624	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416128	ERR1344556	75665102	11425430402	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416129	ERR1344557	79024456	11932692856	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416130	ERR1344558	74111020	11190764020	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416131	ERR1344559	75434510	11390611010	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416132	ERR1344560	73823138	11147293838	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416133	ERR1344561	81102184	12246429784	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416134	ERR1344562	86929302	13126324602	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416135	ERR1344563	67409854	10178887954	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416136	ERR1344564	75043632	11331588432	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416137	ERR1344565	79398144	11989119744	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416138	ERR1344566	68577482	10355199782	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416139	ERR1344567	82049256	12389437656	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416140	ERR1344568	75432034	11390237134	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416141	ERR1344569	78890128	11912409328	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416142	ERR1344570	73986576	11171972976	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416143	ERR1344571	75026948	11329069148	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416144	ERR1344572	73261524	11062490124	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416145	ERR1344573	80803132	12201272932	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416146	ERR1344574	86826244	13110762844	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416147	ERR1344575	66942704	10108348304	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416148	ERR1344576	74779760	11291743760	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416149	ERR1344577	79076190	11940504690	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416150	ERR1344578	68231272	10302922072	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416151	ERR1344579	81559022	12315412322	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416152	ERR1344580	75050808	11332672008	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416153	ERR1344581	78195864	11807575464	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416154	ERR1344582	73463986	11093061886	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416155	ERR1344583	74370650	11229968150	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416156	ERR1344584	72760816	10986883216	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416157	ERR1344585	80423970	12144019470	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416158	ERR1344586	86251678	13024003378	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416159	ERR1344587	66574886	10052807786	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416160	ERR1344588	74235518	11209563218	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416161	ERR1344589	78656920	11877194920	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416162	ERR1344590	67887774	10251053874	HGDP00376
PRJEB6463	SAMEA2581040	ERX1416163	ERR1344591	83330510	12582907010	HGDP01237
PRJEB6463	SAMEA2581055	ERX1416164	ERR1344592	76712086	11583524986	HGDP01232
PRJEB6463	SAMEA2581069	ERX1416165	ERR1344593	78532152	11858354952	HGDP01206
PRJEB6463	SAMEA2581084	ERX1416166	ERR1344594	75864020	11455467020	HGDP00721
PRJEB6463	SAMEA2581095	ERX1416167	ERR1344595	73761984	11138059584	HGDP00757
PRJEB6463	SAMEA2581103	ERX1416168	ERR1344596	74169226	11199553126	HGDP00765
PRJEB6463	SAMEA2581113	ERX1416169	ERR1344597	82172120	12407990120	HGDP00828
PRJEB6463	SAMEA2581126	ERX1416170	ERR1344598	85545572	12917381372	HGDP00957
PRJEB6463	SAMEA2581134	ERX1416171	ERR1344599	68439106	10334305006	HGDP00965
PRJEB6463	SAMEA2581149	ERX1416172	ERR1344600	74751458	11287470158	HGDP00099
PRJEB6463	SAMEA2581160	ERX1416173	ERR1344601	79868842	12060195142	HGDP00115
PRJEB6463	SAMEA2581181	ERX1416174	ERR1344602	71027538	10725158238	HGDP00376
PRJEB6463	SAMEA2581036	ERX1416175	ERR1344603	82357622	12436000922	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416176	ERR1344604	82494678	12456696378	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416177	ERR1344605	78249300	11815644300	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416178	ERR1344606	73120708	11041226908	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416179	ERR1344607	74717792	11282386592	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416180	ERR1344608	73666226	11123600126	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416181	ERR1344609	72925036	11011680436	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416182	ERR1344610	72117222	10889700522	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416183	ERR1344611	70383204	10627863804	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416184	ERR1344612	72750966	10985395866	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416185	ERR1344613	72201908	10902488108	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416186	ERR1344614	68965634	10413810734	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416187	ERR1344615	84291686	12728044586	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416188	ERR1344616	85102802	12850523102	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416189	ERR1344617	81207100	12262272100	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416190	ERR1344618	75955326	11469254226	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416191	ERR1344619	77226542	11661207842	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416192	ERR1344620	76147258	11498235958	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416193	ERR1344621	74433352	11239436152	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416194	ERR1344622	73952394	11166811494	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416195	ERR1344623	71224146	10754846046	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416196	ERR1344624	75456264	11393895864	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416197	ERR1344625	71736882	10832269182	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416198	ERR1344626	70450430	10638014930	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416199	ERR1344627	79821288	12053014488	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416200	ERR1344628	79874786	12061092686	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416201	ERR1344629	75441192	11391619992	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416202	ERR1344630	70609430	10662023930	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416203	ERR1344631	72574892	10958808692	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416204	ERR1344632	71022796	10724442196	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416205	ERR1344633	70466178	10640392878	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416206	ERR1344634	69897118	10554464818	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416207	ERR1344635	68579454	10355497554	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416208	ERR1344636	69843872	10546424672	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416209	ERR1344637	70219600	10603159600	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416210	ERR1344638	66175600	9992515600	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416211	ERR1344639	81418836	12294244236	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416212	ERR1344640	81421218	12294603918	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416213	ERR1344641	77301590	11672540090	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416214	ERR1344642	72664096	10972278496	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416215	ERR1344643	74008176	11175234576	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416216	ERR1344644	73006704	11024012304	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416217	ERR1344645	71519146	10799391046	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416218	ERR1344646	70731792	10680500592	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416219	ERR1344647	69625130	10513394630	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416220	ERR1344648	71532180	10801359180	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416221	ERR1344649	70658140	10669379140	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416222	ERR1344650	67493690	10191547190	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416223	ERR1344651	80112744	12097024344	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416224	ERR1344652	80279866	12122259766	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416225	ERR1344653	76648488	11573921688	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416226	ERR1344654	72052332	10879902132	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416227	ERR1344655	72775598	10989115298	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416228	ERR1344656	72437830	10938112330	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416229	ERR1344657	71103818	10736676518	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416230	ERR1344658	69783412	10537295212	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416231	ERR1344659	69017312	10421614112	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416232	ERR1344660	70662416	10670024816	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416233	ERR1344661	71429970	10785925470	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416234	ERR1344662	66497534	10041127634	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416235	ERR1344663	79232996	11964182396	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416236	ERR1344664	79543594	12011082694	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416237	ERR1344665	75686936	11428727336	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416238	ERR1344666	71154088	10744267288	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416239	ERR1344667	72352858	10925281558	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416240	ERR1344668	71561884	10805844484	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416241	ERR1344669	69810530	10541390030	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416242	ERR1344670	69177002	10445727302	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416243	ERR1344671	67527566	10196662466	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416244	ERR1344672	69954392	10563113192	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416245	ERR1344673	68206726	10299215626	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416246	ERR1344674	66210522	9997788822	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416247	ERR1344675	80465952	12150358752	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416248	ERR1344676	80337752	12131000552	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416249	ERR1344677	76664438	11576330138	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416250	ERR1344678	72084802	10884805102	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416251	ERR1344679	73044204	11029674804	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416252	ERR1344680	72626402	10966586702	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416253	ERR1344681	70832592	10695721392	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416254	ERR1344682	69835278	10545126978	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416255	ERR1344683	69019822	10421993122	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416256	ERR1344684	70727372	10679833172	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416257	ERR1344685	70537100	10651102100	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416258	ERR1344686	66865922	10096754222	HGDP00356
PRJEB6463	SAMEA2581036	ERX1416259	ERR1344687	79291770	11973057270	HGDP01251
PRJEB6463	SAMEA2581050	ERX1416260	ERR1344688	79321150	11977493650	HGDP01227
PRJEB6463	SAMEA2581064	ERX1416261	ERR1344689	75585474	11413406574	HGDP01221
PRJEB6463	SAMEA2581074	ERX1416262	ERR1344690	71040440	10727106440	HGDP01212
PRJEB6463	SAMEA2581089	ERX1416263	ERR1344691	72071000	10882721000	HGDP00751
PRJEB6463	SAMEA2581099	ERX1416264	ERR1344692	71742244	10833078844	HGDP00761
PRJEB6463	SAMEA2581108	ERX1416265	ERR1344693	69709218	10526091918	HGDP00771
PRJEB6463	SAMEA2581121	ERX1416266	ERR1344694	68969786	10414437686	HGDP00952
PRJEB6463	SAMEA2581130	ERX1416267	ERR1344695	68110366	10284665266	HGDP00961
PRJEB6463	SAMEA2581138	ERX1416268	ERR1344696	69728946	10529070846	HGDP00969
PRJEB6463	SAMEA2581155	ERX1416269	ERR1344697	69631454	10514349554	HGDP00106
PRJEB6463	SAMEA2581176	ERX1416270	ERR1344698	65687810	9918859310	HGDP00356
PRJEB6463	SAMEA2581039	ERX1416271	ERR1344699	70000870	10570131370	HGDP01236
PRJEB6463	SAMEA2581054	ERX1416272	ERR1344700	67569862	10203049162	HGDP01231
PRJEB6463	SAMEA2581068	ERX1416273	ERR1344701	66159450	9990076950	HGDP01205
PRJEB6463	SAMEA2581082	ERX1416274	ERR1344702	72934426	11013098326	HGDP00719
PRJEB6463	SAMEA2581094	ERX1416275	ERR1344703	68059706	10277015606	HGDP00756
PRJEB6463	SAMEA2581102	ERX1416276	ERR1344704	65069808	9825541008	HGDP00764
PRJEB6463	SAMEA2581112	ERX1416277	ERR1344705	63990088	9662503288	HGDP00791
PRJEB6463	SAMEA2581124	ERX1416278	ERR1344706	66855040	10095111040	HGDP00955
PRJEB6463	SAMEA2581133	ERX1416279	ERR1344707	65322138	9863642838	HGDP00964
PRJEB6463	SAMEA2581147	ERX1416280	ERR1344708	64725966	9773620866	HGDP01305
PRJEB6463	SAMEA2581158	ERX1416281	ERR1344709	71743870	10833324370	HGDP00110
PRJEB6463	SAMEA2581180	ERX1416282	ERR1344710	64928756	9804242156	HGDP00372
PRJEB6463	SAMEA2581039	ERX1416283	ERR1344711	74335636	11224681036	HGDP01236
PRJEB6463	SAMEA2581054	ERX1416284	ERR1344712	70277400	10611887400	HGDP01231
PRJEB6463	SAMEA2581068	ERX1416285	ERR1344713	72411238	10934096938	HGDP01205
PRJEB6463	SAMEA2581082	ERX1416286	ERR1344714	76729392	11586138192	HGDP00719
PRJEB6463	SAMEA2581094	ERX1416287	ERR1344715	74249632	11211694432	HGDP00756
PRJEB6463	SAMEA2581102	ERX1416288	ERR1344716	68263978	10307860678	HGDP00764
PRJEB6463	SAMEA2581112	ERX1416289	ERR1344717	72320572	10920406372	HGDP00791
PRJEB6463	SAMEA2581124	ERX1416290	ERR1344718	72018780	10874835780	HGDP00955
PRJEB6463	SAMEA2581133	ERX1416291	ERR1344719	69138728	10439947928	HGDP00964
PRJEB6463	SAMEA2581147	ERX1416292	ERR1344720	73010336	11024560736	HGDP01305
PRJEB6463	SAMEA2581158	ERX1416293	ERR1344721	75860818	11454983518	HGDP00110
PRJEB6463	SAMEA2581180	ERX1416294	ERR1344722	70511650	10647259150	HGDP00372
PRJEB6463	SAMEA2581039	ERX1416295	ERR1344723	74865794	11304734894	HGDP01236
PRJEB6463	SAMEA2581054	ERX1416296	ERR1344724	71769756	10837233156	HGDP01231
PRJEB6463	SAMEA2581068	ERX1416297	ERR1344725	73238142	11058959442	HGDP01205
PRJEB6463	SAMEA2581082	ERX1416298	ERR1344726	78167582	11803304882	HGDP00719
PRJEB6463	SAMEA2581094	ERX1416299	ERR1344727	75285936	11368176336	HGDP00756
PRJEB6463	SAMEA2581102	ERX1416300	ERR1344728	68982530	10416362030	HGDP00764
PRJEB6463	SAMEA2581112	ERX1416301	ERR1344729	74401120	11234569120	HGDP00791
PRJEB6463	SAMEA2581124	ERX1416302	ERR1344730	74167896	11199352296	HGDP00955
PRJEB6463	SAMEA2581133	ERX1416303	ERR1344731	70327290	10619420790	HGDP00964
PRJEB6463	SAMEA2581147	ERX1416304	ERR1344732	75113638	11342159338	HGDP01305
PRJEB6463	SAMEA2581158	ERX1416305	ERR1344733	78095630	11792440130	HGDP00110
PRJEB6463	SAMEA2581180	ERX1416306	ERR1344734	72013282	10874005582	HGDP00372
PRJEB6463	SAMEA2581039	ERX1416307	ERR1344735	74862698	11304267398	HGDP01236
PRJEB6463	SAMEA2581054	ERX1416308	ERR1344736	71274576	10762460976	HGDP01231
PRJEB6463	SAMEA2581068	ERX1416309	ERR1344737	74097378	11188704078	HGDP01205
PRJEB6463	SAMEA2581082	ERX1416310	ERR1344738	78067490	11788190990	HGDP00719
PRJEB6463	SAMEA2581094	ERX1416311	ERR1344739	76348096	11528562496	HGDP00756
PRJEB6463	SAMEA2581102	ERX1416312	ERR1344740	68097878	10282779578	HGDP00764
PRJEB6463	SAMEA2581112	ERX1416313	ERR1344741	75420134	11388440234	HGDP00791
PRJEB6463	SAMEA2581124	ERX1416314	ERR1344742	74683264	11277172864	HGDP00955
